Id,Predicted
0,5
1,1
2,0
3,11
4,3
5,1
6,11
7,8
8,1
9,9
10,3
11,9
12,8
13,0
14,2
15,5
16,11
17,4
18,10
19,3
20,2
21,4
22,2
23,9
24,8
25,10
26,3
27,7
28,7
29,2
30,6
31,1
32,4
33,7
34,5
35,1
36,7
37,5
38,5
39,11
40,2
41,5
42,11
43,8
44,11
45,0
46,2
47,4
48,0
49,2
50,11
51,6
52,4
53,9
54,4
55,7
56,7
57,1
58,11
59,9
60,11
61,11
62,9
63,7
64,5
65,0
66,3
67,9
68,2
69,0
70,1
71,4
72,11
73,5
74,6
75,2
76,5
77,2
78,2
79,8
80,8
81,2
82,0
83,11
84,7
85,0
86,5
87,0
88,9
89,9
90,7
91,3
92,2
93,11
94,6
95,11
96,2
97,11
98,8
99,11
100,3
101,3
102,1
103,5
104,11
105,4
106,9
107,4
108,11
109,4
110,2
111,9
112,11
113,1
114,2
115,9
116,9
117,9
118,4
119,0
120,2
121,6
122,3
123,11
124,9
125,3
126,7
127,9
128,2
129,9
130,1
131,11
132,11
133,10
134,3
135,1
136,11
137,9
138,9
139,11
140,1
141,10
142,10
143,9
144,1
145,5
146,11
147,10
148,5
149,4
150,2
151,6
152,1
153,11
154,3
155,0
156,4
157,5
158,11
159,11
160,10
161,1
162,8
163,9
164,6
165,6
166,0
167,8
168,5
169,2
170,11
171,1
172,10
173,5
174,0
175,3
176,2
177,9
178,3
179,8
180,6
181,9
182,2
183,9
184,1
185,4
186,5
187,6
188,6
189,3
190,1
191,2
192,9
193,6
194,1
195,3
196,5
197,5
198,4
199,7
200,3
201,10
202,11
203,2
204,1
205,4
206,7
207,9
208,8
209,1
210,2
211,11
212,5
213,11
214,2
215,2
216,8
217,7
218,1
219,4
220,1
221,9
222,5
223,11
224,4
225,11
226,8
227,6
228,4
229,0
230,7
231,2
232,3
233,4
234,5
235,2
236,7
237,7
238,1
239,2
240,9
241,2
242,7
243,2
244,3
245,11
246,5
247,0
248,4
249,7
250,3
251,8
252,4
253,9
254,0
255,4
256,0
257,7
258,11
259,5
260,2
261,1
262,10
263,1
264,3
265,3
266,11
267,11
268,7
269,8
270,6
271,1
272,9
273,11
274,7
275,11
276,5
277,11
278,6
279,4
280,2
281,4
282,4
283,1
284,3
285,4
286,6
287,0
288,8
289,9
290,4
291,7
292,6
293,11
294,8
295,7
296,2
297,4
298,8
299,5
300,6
301,9
302,8
303,1
304,2
305,5
306,5
307,1
308,9
309,2
310,8
311,9
312,1
313,6
314,6
315,1
316,3
317,4
318,8
319,8
320,2
321,4
322,0
323,3
324,8
325,2
326,4
327,0
328,9
329,4
330,5
331,5
332,3
333,4
334,0
335,8
336,7
337,0
338,3
339,1
340,2
341,0
342,1
343,8
344,8
345,1
346,4
347,2
348,9
349,3
350,10
351,10
352,5
353,2
354,7
355,11
356,5
357,7
358,6
359,9
360,5
361,9
362,4
363,0
364,1
365,11
366,11
367,6
368,8
369,7
370,1
371,5
372,6
373,8
374,10
375,0
376,3
377,3
378,5
379,0
380,5
381,3
382,2
383,9
384,8
385,1
386,11
387,5
388,1
389,1
390,4
391,8
392,1
393,8
394,9
395,2
396,5
397,2
398,11
399,1
400,10
401,9
402,7
403,3
404,7
405,7
406,5
407,9
408,5
409,2
410,9
411,2
412,6
413,4
414,9
415,5
416,0
417,3
418,11
419,11
420,7
421,0
422,1
423,8
424,0
425,2
426,1
427,11
428,11
429,10
430,11
431,7
432,1
433,8
434,7
435,4
436,2
437,11
438,5
439,8
440,10
441,2
442,4
443,3
444,7
445,3
446,3
447,1
448,1
449,2
450,7
451,2
452,5
453,11
454,2
455,4
456,5
457,2
458,9
459,10
460,11
461,3
462,4
463,1
464,5
465,11
466,7
467,4
468,1
469,1
470,1
471,11
472,2
473,5
474,11
475,4
476,1
477,0
478,5
479,0
480,0
481,11
482,1
483,11
484,6
485,10
486,2
487,10
488,0
489,10
490,4
491,1
492,3
493,1
494,11
495,5
496,4
497,0
498,5
499,7
500,9
501,9
502,2
503,0
504,2
505,6
506,4
507,1
508,5
509,5
510,5
511,2
512,7
513,10
514,0
515,6
516,8
517,7
518,5
519,10
520,7
521,3
522,3
523,7
524,3
525,5
526,11
527,2
528,7
529,11
530,9
531,7
532,6
533,1
534,8
535,10
536,0
537,11
538,9
539,1
540,0
541,1
542,3
543,9
544,7
545,6
546,11
547,8
548,4
549,3
550,3
551,0
552,3
553,4
554,9
555,0
556,7
557,1
558,2
559,1
560,1
561,8
562,0
563,2
564,10
565,1
566,7
567,2
568,4
569,11
570,0
571,2
572,7
573,11
574,0
575,9
576,8
577,2
578,9
579,5
580,3
581,8
582,2
583,8
584,5
585,5
586,4
587,5
588,6
589,1
590,10
591,3
592,11
593,1
594,2
595,5
596,10
597,9
598,9
599,10
600,3
601,9
602,2
603,0
604,7
605,11
606,9
607,3
608,9
609,1
610,6
611,5
612,8
613,8
614,5
615,7
616,11
617,11
618,1
619,7
620,3
621,8
622,11
623,9
624,11
625,4
626,1
627,2
628,8
629,1
630,1
631,1
632,5
633,7
634,0
635,5
636,10
637,7
638,10
639,0
640,4
641,11
642,4
643,2
644,11
645,1
646,6
647,5
648,4
649,8
650,11
651,9
652,5
653,1
654,4
655,6
656,2
657,2
658,11
659,7
660,2
661,0
662,1
663,11
664,0
665,5
666,4
667,11
668,11
669,0
670,2
671,4
672,11
673,3
674,0
675,10
676,1
677,7
678,1
679,3
680,0
681,9
682,7
683,1
684,1
685,8
686,6
687,8
688,1
689,1
690,3
691,10
692,0
693,1
694,2
695,0
696,11
697,1
698,0
699,2
700,1
701,7
702,11
703,11
704,0
705,2
706,1
707,3
708,1
709,8
710,11
711,11
712,4
713,10
714,11
715,4
716,1
717,5
718,4
719,0
720,5
721,4
722,9
723,11
724,2
725,2
726,0
727,9
728,7
729,2
730,1
731,1
732,6
733,5
734,2
735,1
736,11
737,1
738,2
739,6
740,11
741,1
742,1
743,5
744,6
745,1
746,1
747,1
748,8
749,10
750,7
751,8
752,5
753,3
754,11
755,3
756,0
757,2
758,4
759,8
760,7
761,4
762,5
763,9
764,1
765,0
766,9
767,2
768,7
769,5
770,1
771,2
772,0
773,5
774,6
775,7
776,9
777,6
778,3
779,11
780,7
781,8
782,2
783,7
784,7
785,1
786,1
787,10
788,7
789,0
790,11
791,9
792,1
793,11
794,1
795,0
796,7
797,10
798,1
799,9
800,2
801,2
802,4
803,3
804,7
805,11
806,5
807,1
808,5
809,0
810,9
811,5
812,3
813,1
814,7
815,0
816,4
817,10
818,3
819,7
820,8
821,4
822,11
823,9
824,2
825,3
826,7
827,8
828,9
829,11
830,2
831,9
832,11
833,3
834,2
835,5
836,2
837,7
838,5
839,10
840,1
841,2
842,0
843,5
844,1
845,2
846,4
847,0
848,4
849,0
850,11
851,7
852,10
853,4
854,11
855,1
856,1
857,0
858,8
859,2
860,2
861,0
862,11
863,11
864,11
865,11
866,10
867,4
868,0
869,3
870,5
871,10
872,10
873,7
874,7
875,9
876,0
877,9
878,5
879,2
880,8
881,4
882,11
883,1
884,2
885,4
886,7
887,7
888,4
889,1
890,9
891,7
892,6
893,5
894,7
895,3
896,3
897,7
898,0
899,7
900,2
901,10
902,1
903,0
904,2
905,6
906,2
907,8
908,4
909,10
910,11
911,1
912,8
913,11
914,11
915,11
916,9
917,3
918,4
919,7
920,8
921,9
922,7
923,5
924,5
925,9
926,2
927,4
928,1
929,0
930,11
931,1
932,4
933,4
934,1
935,4
936,9
937,7
938,3
939,7
940,9
941,5
942,10
943,11
944,9
945,5
946,8
947,3
948,11
949,1
950,9
951,11
952,0
953,5
