Id,Predicted
0,11
1,5
2,10
3,2
4,1
5,1
6,7
7,6
8,11
9,5
10,0
11,5
12,10
13,4
14,9
15,11
16,7
17,5
18,3
19,10
20,0
21,5
22,0
23,5
24,10
25,2
26,4
27,9
28,6
29,1
30,2
31,8
32,9
33,6
34,11
35,5
36,6
37,11
38,5
39,3
40,9
41,2
42,7
43,10
44,7
45,10
46,4
47,9
48,4
49,2
50,7
51,2
52,8
53,8
54,8
55,8
56,8
57,2
58,2
59,8
60,7
61,7
62,5
63,6
64,11
65,4
66,9
67,5
68,0
69,3
70,9
71,9
72,2
73,8
74,1
75,1
76,11
77,0
78,3
79,10
80,10
81,2
82,4
83,7
84,6
85,1
86,11
87,4
88,2
89,8
90,8
91,1
92,1
93,7
94,2
95,7
96,0
97,7
98,10
99,7
100,0
101,5
102,5
103,11
104,7
105,9
106,2
107,8
108,7
109,9
110,0
111,5
112,0
113,5
114,0
115,5
116,5
117,5
118,5
119,6
120,10
121,3
122,0
123,7
124,9
125,0
126,5
127,5
128,3
129,8
130,2
131,7
132,2
133,4
134,9
135,2
136,7
137,9
138,2
139,7
140,0
141,3
142,7
143,5
144,5
145,11
146,7
147,2
148,8
149,1
150,1
151,1
152,2
153,7
154,0
155,7
156,5
157,11
158,7
159,7
160,2
161,10
162,10
163,2
164,2
165,2
166,4
167,10
168,6
169,0
170,7
171,2
172,2
173,11
174,4
175,9
176,0
177,5
178,3
179,10
180,0
181,5
182,0
183,5
184,3
185,8
186,8
187,2
188,10
189,0
190,5
191,0
192,5
193,3
194,9
195,9
196,11
197,6
198,5
199,10
200,0
201,3
202,7
203,0
204,5
205,0
206,5
207,5
208,10
209,10
210,10
211,2
212,11
213,7
214,0
215,0
216,5
217,6
218,3
219,9
220,6
221,5
222,11
223,7
224,5
225,5
226,10
227,4
228,9
229,4
230,9
231,0
232,3
233,9
234,11
235,9
236,8
237,9
238,2
239,4
240,9
241,9
242,6
243,3
244,0
245,3
246,11
247,4
248,9
249,6
250,3
251,10
252,0
253,5
254,3
255,9
256,4
257,6
258,8
259,1
260,1
261,1
262,1
263,2
264,1
265,1
266,7
267,7
268,6
269,5
270,3
271,0
272,5
273,3
274,8
275,7
276,10
277,7
278,2
279,8
280,2
281,8
282,8
283,8
284,1
285,2
286,2
287,4
288,6
289,11
290,9
291,6
292,3
293,7
294,10
295,6
296,3
297,9
298,5
299,11
300,7
301,5
302,10
303,0
304,3
305,9
306,11
307,5
308,5
309,10
310,10
311,10
312,2
313,2
314,4
315,2
316,1
317,7
318,10
319,10
320,0
321,5
322,6
323,1
324,1
325,2
326,8
327,2
328,8
329,9
330,11
331,6
332,3
333,9
334,4
335,6
336,8
337,1
338,1
339,7
340,0
341,5
342,5
343,10
344,10
345,4
346,9
347,0
348,5
349,10
350,4
351,2
352,11
353,9
354,6
355,3
356,11
357,9
358,6
359,5
360,11
361,5
362,3
363,10
364,0
365,3
366,7
367,2
368,10
369,6
370,5
371,11
372,3
373,10
374,2
375,1
376,1
377,1
378,11
379,4
380,6
381,1
382,2
383,8
384,1
385,2
386,7
387,10
388,2
389,11
390,5
391,10
392,2
393,8
394,8
395,1
396,11
397,0
398,7
399,2
400,7
401,5
402,6
403,3
404,8
405,9
406,11
407,5
408,11
409,0
410,5
411,0
412,3
413,9
414,5
415,11
416,4
417,9
418,2
419,7
420,9
421,4
422,2
423,10
424,4
425,9
426,2
427,7
428,2
429,4
430,2
431,8
432,2
433,10
434,6
435,5
436,0
437,7
438,10
439,10
440,3
441,0
442,5
443,10
444,6
445,1
446,1
447,1
448,1
449,1
450,1
451,1
452,11
453,7
454,0
455,5
456,11
457,0
458,5
459,3
460,7
461,2
462,8
463,9
464,11
465,7
466,6
467,8
468,8
469,2
470,8
471,7
472,2
473,11
474,7
475,10
476,2
477,4
478,9
479,2
480,4
481,2
482,2
483,7
484,2
485,1
486,1
487,2
488,4
489,2
490,8
491,1
492,1
493,2
494,2
495,11
496,5
497,3
498,11
499,6
500,5
501,5
502,3
503,4
504,9
505,2
506,8
507,2
508,11
509,1
510,11
511,9
512,6
513,3
514,10
515,10
516,10
517,6
518,8
519,2
520,1
521,1
522,2
523,8
524,1
525,11
526,7
527,9
528,8
529,7
530,5
531,6
532,0
533,5
534,6
535,3
536,7
537,7
538,6
539,5
540,3
541,0
542,0
543,5
544,6
545,10
546,2
547,8
548,9
549,0
550,3
551,10
552,0
553,3
554,11
555,4
556,6
557,1
558,1
559,2
560,10
561,10
562,10
563,0
564,3
565,10
566,6
567,3
568,8
569,7
570,6
571,3
572,8
573,7
574,0
575,5
576,10
577,0
578,5
579,11
580,1
581,1
582,1
583,1
584,1
585,11
586,9
587,11
588,3
589,9
590,2
591,1
592,7
593,2
594,1
595,11
596,6
597,5
598,5
599,3
600,0
601,5
602,10
603,4
604,6
605,3
606,11
607,0
608,5
609,5
610,3
611,11
612,5
613,6
614,11
615,0
616,7
617,7
618,2
619,8
620,1
621,11
622,7
623,5
624,3
625,8
626,1
627,1
628,1
629,2
630,4
631,2
632,11
633,6
634,1
635,11
636,4
637,6
638,3
639,10
640,10
641,7
642,5
643,3
644,7
645,10
646,2
647,11
648,5
649,10
650,7
651,5
652,11
653,5
654,10
655,2
656,1
657,1
658,2
659,8
660,2
661,4
662,2
663,7
664,2
665,11
666,9
667,2
668,7
669,2
670,4
671,9
672,0
673,3
674,10
675,2
676,7
677,9
678,5
679,10
680,4
681,9
682,6
683,5
684,5
685,10
686,2
687,8
688,8
689,9
690,0
691,3
692,9
693,4
694,2
695,4
696,7
697,2
698,1
699,1
700,2
701,8
702,7
703,7
704,2
705,1
706,1
707,1
708,2
709,10
710,2
711,7
712,5
713,3
714,7
715,9
716,0
717,5
718,5
719,3
720,11
721,5
722,5
723,3
724,9
725,0
726,7
727,5
728,3
729,10
730,4
731,2
732,2
733,11
734,1
735,1
736,7
737,5
